34.50	3.0	-2.4	15.80	-4.0	-0.4
33.99	3.0	-2.4	15.93	-3.6	-0.4
33.20	2.9	-2.4	16.25	-2.8	-0.5
32.48	2.4	-2.3	17.54	-1.6	-0.9
32.76	2.6	-2.3	16.93	-2.0	-0.7
33.63	3.0	-2.4	16.46	-2.4	-0.6
34.37	3.0	-2.4	17.35	-1.8	-0.9
31.77	1.6	-2.2	15.40	-4.4	-0.6
30.64	1.4	-2.1	14.04	-1.4	-1.6
29.65	1.4	-2.0	14.38	-1.6	-2
30.20	1.4	-2.1	14.76	-1.4	-2
31.00	1.3	-2.2	15.04	-1.7	-2
31.51	1.4	-2.1	15.33	-1.8	-2.1
32.13	1.9	-2.1	15.57	-1.6	-2.1
