32.30	2.55	15.82	1.38
32.38	2.56	15.94	1.39
32.56	2.45	16.13	1.29
32.84	2.10	16.19	1.24
32.62	2.38	16.36	1.07
33.12	1.70	16.39	1.05
33.27	1.52	16.86	0.71
32.91	1.99	16.59	0.88
31.50	1.42	14.92	0.70
31.65	1.59	15.05	0.77
31.95	2.08	15.55	1.18
32.25	2.50	15.11	0.80
31.70	1.67	15.32	0.96
31.87	1.93	15.41	1.05
31.97	2.11	15.43	1.07
32.12	2.35	15.60	1.24
